Event_Date,Event_Type,Event_Region,Event_Intensity,Event_Duration_Days,Event_Polarity,Event_Media_Coverage,Cyber_Threat_Type,Cyber_Threat_Severity,Num_Cyber_Attacks,Threat_Actors,Target_Sector,Geopolitical_Risk_Index,Economic_Impact_Score,Media_Sentiment_Score,Pre_Event_Threat_Count,Post_Event_Threat_Count,Cybercrime_Index,Cybersecurity_Exposure_Index,Threat_Lag,Post_Event_Duration,Likelihood,Severity,Country_Risk_Category
2025-03-16,Sanctions,Africa,9.0,5.524499035974414,Negative,69.18951976926932,DDoS,2.0,44.0,Hacktivists,Technology,23.724908749680008,32.71076700241634,0.4929828102360483,25.0,69.0,64.96328990472146,84.9223410494178,9.0,5.0,0.2119755694027391,2.0,Low
2025-03-16,Sanctions,Europe,60.0,,Negative,97.8892858275009,Data Breach,2.0,6.1000000000000005,Cybercriminals,Technology,35.00784076946757,64.51033620305648,0.3378481193261993,42.0,103.0,49.657761688970595,57.20041992091831,8.0,13.0,1.4801262236761241,2.0,Medium
2025-03-05,Sanctions,Africa,50.0,5.981670159097599,Negative,95.51629506535309,DDoS,2.0,51.0,Hacktivists,Finance,98.298983918567,7.534625600612821,-0.3886059614256363,60.0,111.0,19.091103115034603,26.84748568901568,0.0,9.0,0.93,2.0,High
2025-03-02,Elections,Middle Esat,8.0,4.195944944471383,Neagtive,20.891871761536017,DDoS,2.0,47.0,Hacktivisst,Technology,29.529058841893875,32.255076423860054,0.6973395898493489,58.0,105.0,55.28199769079077,29.651014364779847,4.0,9.0,0.612,2.0,Low
2025-03-09,Elections,Europe,10.0,3.332165306676148,Neutral,88.66171489506598,Data Breach,1.0,52.0,Insiders,Healthcare,,32.8152667474732,,47.0,99.0,98.1840888310531,,5.0,10.0,0.828,1.0,High
2025-03-06,Sanctions,Asia,4.642001818804398,6.786930955412964,Positive,45.63649748072914,Phishing,3.0,43.0,Cybercriminals,Technology,69.95122107671938,13.835309241780136,-0.7345091555140604,47.0,90.0,43.352073758074205,74.40426429991153,5.0,7.0,0.081,3.0,High
2025-03-17,Military Conflict,South America,9.0,3.89465003273991,Negative,91.52137276264804,Ransomware,2.0,44.0,Hacktivists,Energy,17.983540883975625,93.46139973397098,,53.0,97.0,51.66962574265666,65.71113285001668,11.0,6.0,0.342,2.0,Low
2025-02-24,Trade Disputes,Middle East,5.0,3.611223733809055,Positive,9.415698826856012,DDoS,2.0,57.0,State-sopnsored,Energy,46.46738129396114,64.97736826427634,-0.9038821516059324,50.0,107.0,53.93774484000625,68.48119697646747,,16.0,0.636,2.0,Medium
2025-03-14,Sanctions,Africa,4.0,-0.6921309474659729,Negative,64.32882184423532,Insider Threat,2.0,51.0,State-sponsored,Healthcare,38.61026378007743,95.9814686346183,0.8107012839121275,75.0,126.0,19.57911347892964,6.9361300875165455,7.0,4.0,0.845,2.0,Medium
2025-02-26,Military Conflict,South America,10.0,3.1319014405382184,Negative,34.062456946424,Insider Threat,,50.0,Cybercriminals,Technology,34.83366044531974,93.66481518557072,-0.9216273466487076,58.0,108.0,54.79718832480873,42.347094230811855,,11.0,0.732,1.0,Medium
2025-03-06,Protests,Africa,4.0,8.832994687365275,Neutral,34.08035402530179,DDoS,3.0,59.0,Cybercriminals,,75.207574752364,75.45428740846823,-0.7937522623281348,38.0,97.0,89.75729771379567,50.525237244785714,5.0,15.0,0.011,3.0,High
2025-02-17,Protests,Aisa,9.0,7.8474289633429954,Negative,84.71431440955898,Phishing,2.0,67.0,,Finance,48.252094964264245,49.3025657771805,-0.8334311776094807,54.0,121.0,55.37030523458007,21.272789502422896,4.0,10.0,0.969,2.0,Medium
2025-03-22,Elections,South America,9.0,6.841524024426273,Positive,10.112267612279023,Insdier Threat,1.0,54.0,State-sponsroed,Government,82.18600592903562,70.62422271564962,-0.8373024387162005,77.0,131.0,8.856203766054337,98.66395785011754,2.0,9.0,0.777,1.0,High
2025-03-03,Trade Disputes,South America,6.0,,Positive,70.50843642966599,Phishing,1.0,46.0,Cybercriminals,Enegry,25.368217387313877,40.520208678141714,0.1429460504100212,67.0,113.0,82.27903518766931,74.4211656943298,9.0,12.0,0.4,1.0,Low
2025-03-03,Trade Disputes,,1.0,5.172238843269112,Positive,43.6335831606556,Insider Threat,3.0,,Cybercriminals,Healthcare,92.4643330223596,91.91157152786596,-0.4940196640215177,33.0,79.0,69.54111231066476,7.543454708976927,5.0,12.0,0.737,3.0,High
2025-02-23,Protests,North America,10.0,3.3314565625940347,Negative,94.64091553027802,Ransomware,3.0,49.0,Hacktivists,Finance,27.738118298113267,18.81211597237613,-0.0726031901200356,70.0,119.0,7.773463696498483,97.43948076661664,1.0,10.0,0.814,3.0,Low
2025-03-14,Sanctions,South America,3.148087112108456,7.225889049588396,Positive,41.82430362906189,,3.0,59.0,Insiders,Finance,2.6366974497252005,37.64633668780496,0.6211066615636658,79.0,138.0,98.67140176998534,15.041689110352818,1.0,14.0,0.2664547692857177,3.0,Low
2025-03-12,,Europe,1.0,9.06161712249624,Positiev,1.3671964826997285,Daat Breach,1.0,54.0,Hacktivists,,75.28575451542841,91.31657522576428,0.1702990646509439,68.0,122.0,37.78505492757864,24.108483232963184,9.0,7.0,0.275,1.0,High
2025-03-03,Trade Disputes,South America,4.0,7.13484463426667,Negative,61.81282404578958,Phishing,2.0,40.0,Hacktivists,Governemnt,52.03077009037933,77.23183917356393,0.0403270022239867,27.0,67.0,85.21815003185401,55.19068387744856,10.0,9.0,0.029,2.0,Medium
2025-03-15,Military Conflict,Africa,5.0,5.498264397524453,Neutral,62.03095513534647,Ransomware,2.0,43.0,Insiders,Technology,1.4544665667881929,35.058755880659696,0.1738226391394065,26.0,69.0,90.15472932900806,34.82554670233004,0.0,10.0,0.397,2.0,Low
2025-02-28,Military Conflict,North America,7.0,10.717721710780982,Positive,79.64717756738773,,,5.800000000000001,State-sponsored,Government,7.013188426553451,4.586126640463295,0.2416113688441825,54.0,,34.504130794896845,20.913079107851416,1.0,10.0,0.585,2.0,Low
2025-03-08,Prtoests,South America,6.0,,Neutral,69.76675736969318,Phishing,1.0,54.0,,Finance,87.43176048544171,51.52360548642109,0.9462206985402086,22.0,76.0,81.91960157774996,34.508262782238674,8.0,8.0,0.693578895880869,1.0,High
2025-03-16,Protests,Africa,5.0,0.6977333923024283,,36.42698610480755,DDoS,2.0,54.0,Hacktivists,Finance,79.94103989090426,62.79003894909078,-0.8364819361022562,46.0,100.0,87.35786241067773,92.08724005318132,6.0,7.0,0.37,2.0,High
2025-02-27,Protests,Asia,6.0,4.337091201400331,Positive,23.611653311740437,Insider Threat,2.0,51.0,,Government,6.234136251124145,14.77390919062267,-0.7337661428250435,67.0,118.0,74.96162320085874,3.047215273359416,8.0,14.0,0.397,2.0,Low
2025-03-19,Military Conflict,Europe,9.0,2.68674037848668,,56.39650920188364,Phishing,3.0,38.0,Insiders,Energy,23.32164115498012,34.29268642782603,-0.0520601171388876,61.0,99.0,35.51043032793048,64.8822840291576,14.0,12.0,0.587,3.0,Low
2025-02-28,Military Conflict,Middle East,,3.1279498133342645,Positive,38.16597211794256,DDoS,2.0,61.0,State-sponsored,Healtchare,24.435315546465453,49.824769784894016,-0.339303037438172,37.0,98.0,48.78098008087379,85.08175178361462,3.0,5.0,,2.0,Low
2025-03-06,Elections,Middle East,,5.145564883834481,Negative,41.03968269896615,Data Breach,3.0,40.0,State-sponsored,Finance,96.94704332753687,86.55071258939803,0.4948138062078625,33.0,73.0,25.484838865683255,17.088758739006582,8.0,10.0,0.28,3.0,High
2025-02-25,Portests,,5.0,5.622510455477408,Neutral,18.704374855752334,Ransowmare,2.0,48.0,State-sponsored,Energy,24.240973241508023,11.483682473920354,0.2212400848832652,62.0,110.0,15.436271527420232,48.11401018548175,2.0,10.0,-0.02558450017353181,2.0,
2025-03-10,Sanctions,Europe,10.0,10.991024470528837,Neutral,20.173046233023584,Data Berach,,38.0,Hacktivists,Healthcare,0.271089941432967,11.669606414168133,-0.0536675978962155,89.0,,60.95141433015816,79.42894499664625,5.0,7.0,0.926,2.0,Low
2025-03-15,Sanctions,Asai,6.0,,Negative,4.809464396408769,Phishing,2.0,58.0,State-sponsored,Healthcare,79.95371309195156,82.51326766927973,-0.6271900264237118,63.0,121.0,90.7866130462516,31.61965822964946,3.0,11.0,0.452,2.0,High
2025-03-09,,North America,8.0,2.970760938547884,Positive,30.13778741641421,Insider Trheat,2.0,50.0,State-sponsored,,89.95745732745685,38.38912213732114,0.0871057222279771,5.0,55.0,90.6472110964547,62.42379959139921,2.0,6.0,0.62,2.0,High
2025-03-16,Sanctions,Europe,4.0,8.431262129620787,Negatvie,74.14609111390455,Data Breach,2.0,54.0,Insiders,Energy,14.312798554846962,20.454459316946327,0.4281281644472283,82.0,136.0,,53.648135148459474,6.0,9.0,0.604,2.0,Low
2025-03-05,Military Conflict,North America,8.0,3.7177761726515737,Positive,72.22525683930662,Data Breach,2.0,53.0,State-sponsored,Healthcare,54.27244433475962,25.179905890695277,-0.3086080129921611,38.0,91.0,18.159771680142565,90.84505613336285,1.0,6.0,0.506,2.0,Medium
2025-03-05,Elections,Middle East,9.0,9.488132934467547,Negative,25.60155318536622,Data Breach,2.0,52.0,Insiders,,9.187505222607465,79.00846371240867,-0.953954790424725,74.0,126.0,37.4435369720422,6.892153936721879,9.0,4.0,0.84,2.0,High
2025-02-28,Sanctions,Asia,7.0,4.012178878832546,Positive,16.552051036728976,DDoS,1.0,58.0,State-sponsored,Government,31.14442640456412,22.739562087711263,0.2157887875885173,40.0,98.0,37.93056983855488,74.42496518432888,8.0,11.0,,1.0,Low
2025-02-17,,North America,10.0,3.1087621279110973,Neutral,91.98556164127604,DataB reach,2.0,47.0,Hacktivists,Finance,45.22179408898072,22.4604822939982,-0.0951209677346132,45.0,,49.83677727394797,41.89254495045479,6.0,15.0,0.581,2.0,Medium
2025-03-09,Trade Disputes,Notrh America,6.363067996253491,2.982596451888454,Positive,51.51736824068126,DDoS,3.0,49.0,State-sponsored,Energy,86.03150871591254,53.506971893365865,-0.6310742571622878,,85.0,29.959591176647702,30.99369262686109,2.0,13.0,,3.0,
2025-03-11,Military Conflict,North America,1.0,-0.7337610396820722,Neutral,3.8398197881376954,Phishing,2.0,51.0,State-sponsored,Technology,7.755276166950106,4.532888347480276,0.04878053865516,8.0,59.0,55.96403313082179,15.52402459307125,3.0,7.0,1.3175420140012304,2.0,High
2025-02-24,Protests,Middle East,10.0,,Neutral,40.87341710980964,Insider Threat,1.0,42.0,Cybercriminals,Government,65.89239419101514,2.709599250348349,-0.5560556761341011,23.0,65.0,23.10747965880714,67.18927435987284,5.0,11.0,0.099,1.0,Medium
2025-02-28,Sanctions,Africa,8.0,6.468123683683754,Neutral,72.22669318556592,Ransomware,3.0,58.0,Hacktivists,,66.80851365706462,20.498429541582095,-0.4137045394779735,16.0,74.0,89.26717110769748,81.7443561738441,12.0,8.0,0.6107349024056865,3.0,High
2025-03-02,Militray Conflict,Europe,7.0,,Neutral,36.27578946659455,Ransomware,3.0,56.0,Insiders,Government,56.57766199665605,98.53673122417348,-0.0578690946123712,36.0,92.0,18.210713882158323,48.47783671503462,12.0,12.0,0.218,3.0,Medium
2025-03-21,Protests,North Ameriac,6.0,5.263098448585208,Negative,83.4930236799299,Insider Threat,,50.0,State-sponsored,Finance,27.628232529338103,1.839067654746673,0.828597613120998,,103.0,,55.417800251579344,4.0,11.0,0.206,3.0,Low
2025-03-15,Trade Disputes,Europe,9.79314051025807,3.7273533043646414,,26.64983933708822,Ransomware,2.0,44.0,Hacktivists,Government,49.42738501382714,57.32943781794007,0.6762139263565916,37.0,81.0,40.43815015490243,77.09113770642705,,18.0,0.09,2.0,Medium
2025-02-23,Protests,Europe,2.9502066161151195,2.03125082727578,eNgative,24.534910968132092,Ransomware,2.0,45.0,Hacktivists,Healthcare,71.91244059114211,29.7121715623175,0.1328092805937943,91.0,136.0,93.6829739324758,73.25720972102503,6.0,7.0,0.262,2.0,High
2025-03-12,,Africa,3.0,5.707999270031992,eNgative,95.5236312723479,Insider Threat,1.0,53.0,State-sponosred,Technology,34.43837320442332,35.401544433284016,-0.1744128987864954,54.0,107.0,70.4925549688953,59.82860582681546,4.0,4.0,0.968,1.0,Medium
2025-03-03,Elections,Africa,6.0,4.772687518335639,Positive,59.02306668690871,Phishing,2.0,39.0,Cybercriminals,Finance,13.870091134073832,95.02373538208025,-0.1079884540840885,53.0,92.0,87.29458358764083,73.22248864095612,2.0,13.0,0.692,2.0,Low
2025-02-17,Protests,Africa,6.0,9.064535517119747,Neutral,5.159580665870999,Phishing,2.0,49.0,Cybercriminals,Government,12.531287238071583,73.10236714582817,-0.6148019444287391,70.0,119.0,11.528202124728438,42.17626597305125,8.0,,0.65,2.0,Low
,Trade Disputes,Europe,7.728310425625178,7.374947443768374,Neutral,23.000883728770305,Ransmoware,1.0,37.0,Hactkivists,Government,33.98749637680661,72.47667715287615,-0.8692873184021153,58.0,95.0,79.07231648389636,31.875250293206992,1.0,11.0,0.024,1.0,Medium
2025-03-17,Trade Disputes,Middle East,10.0,3.6870029905918846,Negative,93.70911439798265,DDoS,1.0,38.0,State-sponsored,Healthcare,4.797813268565048,58.07572072273277,-0.4566260578619918,26.0,64.0,39.82873839756356,9.169933511143014,7.0,12.0,0.467,1.0,Medium
2025-03-21,Elections,North America,8.0,-1.255652930696316,,28.652615341256038,Ransomware,1.0,44.0,Hacktivists,Government,1.787393473341381,98.77223897360317,-0.1444537325282753,81.0,,21.825388786506416,94.99611839502252,4.0,13.0,0.418,1.0,Low
2025-03-09,aSnctions,Africa,8.0,5.7304872164237,Negaitve,90.37239671752704,Insider Threat,3.0,55.0,Insiders,Tehcnology,40.15802364254875,,-0.538861608389962,68.0,123.0,83.06425177506246,12.033876203499592,6.0,11.0,0.518,3.0,Medium
2025-03-08,Protests,North America,3.861261729070395,3.4965800981642903,Posiitve,99.49078226464351,,1.0,48.0,State-sponsored,Government,69.60206180537922,15.389590633985506,0.6316662499812356,35.0,83.0,53.69744228934136,59.29399348417032,4.0,11.0,0.877,,High
2025-03-12,Trade Disputes,South America,3.0,4.457027783180829,Positive,4.437666353323677,,3.0,63.0,Hakctivists,Finance,28.13909605775268,25.26490939608851,-0.989835720363948,14.0,77.0,69.57142928497501,4.525178152958655,8.0,14.0,0.907,3.0,Low
2025-03-18,Electoins,sAia,3.0,5.116632823768841,Positive,34.780920790219305,Ransomware,2.0,51.0,Hacktivists,Enegry,,79.74260216069281,0.316903669316851,66.0,117.0,69.74714616692836,68.01407717603004,8.0,11.0,0.159,2.0,High
2025-03-14,,Asia,10.0,8.120617784670987,Neutral,0.5145170754714767,DataB reach,3.0,44.0,Hacktivists,Energy,0.1120111480109486,55.6181735039757,0.5132716075698693,48.0,92.0,25.8688330697908,19.313286458729305,6.0,11.0,0.377,3.0,Low
2025-03-07,Sanctions,Europe,8.0,3.2153291087913023,Negative,81.86794204998418,DDoS,1.0,45.0,Hacktivists,Government,43.22407838925123,84.01215027412188,-0.2156975771096068,61.0,106.0,78.5510298214443,17.37534753075668,,12.0,0.058,1.0,Medium
2025-03-03,Military Conflict,Africa,8.0,3.323234458185235,Neutral,75.40452524981335,Phishing,1.0,50.0,Cybercriminals,Enegry,68.32953766065052,44.96053710302585,-0.4527466674366682,57.0,107.0,99.71245001577113,42.6181302235973,3.0,13.0,0.221,1.0,High
2025-03-02,Protests,Middle East,2.0,4.466779035537782,Positive,77.28227800168045,Data Breach,1.0,41.0,Hacktivists,Energy,96.3236653440132,3.130231374751624,0.4625401339473711,13.0,54.0,32.07427404381274,72.64077714381301,5.0,,0.868,1.0,High
2025-03-09,,Asia,,7.851508265847874,Negative,47.32099066915572,Phihsing,3.0,43.0,Hacktivists,Finance,77.65968527917417,77.0921844644052,0.6895664562337753,43.0,86.0,76.10239909429988,62.62203216314154,7.0,13.0,0.117,3.0,High
2025-03-02,Sanctions,Middle East,1.0,7.127011272765537,Negative,60.73064482626712,Ransomware,1.0,51.0,State-sponsored,Government,16.082546907819008,65.15194668022647,-0.3481490720958502,20.0,71.0,98.4351407402904,14.958064266756576,12.0,10.0,0.396,1.0,Low
2025-03-13,Elections,Africa,6.0,8.07056456739698,Neutral,86.01223971892045,Data Breach,2.0,39.0,Cybercriminals,Finance,98.66625932671464,14.136741266565181,,28.0,67.0,61.81557343181191,70.2464970544104,6.0,8.0,-0.09450071240543098,2.0,High
2025-03-01,Protests,Asia,1.0,5.080657516983592,Positive,82.45140468968339,Insider Threat,2.0,43.0,Cybercriminals,Finance,82.14407280098665,4.118349527927167,0.3407709167088244,54.0,97.0,61.6604581862474,61.29441748656059,9.0,17.0,0.783,2.0,High
2025-03-09,Protests,South America,7.0,6.954227842781068,Negative,59.74758626319301,Ransowmare,2.0,50.0,,Healthcare,16.399948098949725,43.86072164895384,0.4496531197481166,89.0,139.0,59.32786483101788,65.02941858734539,14.0,8.0,0.744,2.0,Low
2025-03-09,Trade Disputes,South America,7.0,3.727884254001503,Positive,42.98715238200214,Data Breach,1.0,42.0,Hacktivists,Government,65.32630192373301,33.23146253551089,0.084957271438735,33.0,75.0,40.32613611238318,22.056112492232327,6.0,9.0,0.844578002897229,1.0,Medium
,Protests,Africa,1.0,6.197669367815838,Negative,74.2706521199981,DDoS,2.0,47.0,Hacktivists,Government,98.76495637360578,4.010919141248248,0.7340629922448971,62.0,109.0,57.86754085723934,43.86154191895905,6.0,9.0,0.592,,High
2025-02-22,Military Conflict,North America,,10.342487638899929,Neutral,35.915102966623145,Ransomware,2.0,49.0,Cybercriminals,Finance,23.579209395920987,77.60002070354295,-0.1893796338285132,83.0,132.0,,51.26152052058052,10.0,9.0,0.437,2.0,Low
2025-02-23,Elections,South mAerica,6.0,4.529808805332422,Negative,51.48173539296902,Data Breach,2.0,52.0,Cybecrriminals,Healthcare,39.10815366517607,96.94123223352877,-0.4282918321569186,71.0,123.0,65.67366645412922,32.51900642246949,5.0,19.0,0.236,2.0,Medium
2025-03-15,Elections,South America,3.0,6.039511645192148,Positive,44.20243737828575,Phihsing,2.0,49.0,Insiders,Healthcare,14.57565682447517,,0.1757687422207738,24.0,73.0,60.55381576448829,35.67320530400016,2.0,10.0,0.705,2.0,Low
2025-02-24,Sanctions,Souht America,8.0,8.090850362095527,Neutral,20.584121003676824,Ransomware,1.0,45.0,Insiders,Technology,53.1169528001032,93.66056922949616,-0.70048769058018,54.0,99.0,12.21099140100268,45.21990282834353,6.0,10.0,0.148,1.0,Medium
2025-03-03,Protests,Asia,5.0,6.345170880847585,Negative,47.989708159207325,Phisihng,2.0,45.0,Insiders,Tecnhology,34.26534881209153,53.22449888262991,-0.7485169763867023,51.0,96.0,16.23818946623209,18.834908376560143,7.0,12.0,,,Medium
2025-02-23,Trade Disputes,Africa,6.0,7.415578024342844,Negative,97.86312874005304,,2.0,56.0,Insiders,Healthcare,,,0.2012190850924722,25.0,81.0,94.08753563380648,82.68388837118775,9.0,8.0,0.605,2.0,High
2025-03-03,Sanctions,South America,9.0,10.446118054480715,Negative,86.64386675276454,Phishing,3.0,56.0,State-sponsored,Government,28.86855955306381,10.910963176574972,0.3010232955834315,68.0,124.0,87.78911590413276,31.71957167653986,6.0,,0.297,3.0,Low
2025-03-07,Trade Disputes,Africa,7.0,1.1659322496908715,Neutral,69.54672066898621,Insider Threat,2.0,49.0,Cybercriminals,Finance,37.325179162934006,22.883963612946694,-0.8536081524631127,17.0,66.0,60.34485933813779,66.82127985550163,4.0,9.0,0.519,2.0,Medium
2025-03-08,Sanctions,Africa,,11.757307416032926,Negative,91.423651595147,Phishing,3.0,4.0,Hacktivists,Energy,52.66237972689596,24.606965879799823,-0.0466090499176816,70.0,110.0,74.68757161358226,71.54909070992744,0.0,10.0,0.431,3.0,Medium
2025-02-21,Protests,North Ameriac,5.0,4.241942935997108,Positive,92.70345447963066,Data Breach,1.0,64.0,State-sponsored,Healthcare,10.142082844921651,48.58717591863256,-0.4864468645589841,57.0,121.0,28.487290196192284,30.728996492628657,7.0,8.0,0.716,1.0,Low
2025-02-22,Military Conflict,Africa,1.0,8.85930022259322,Neutral,97.67252386625788,Phishing,3.0,50.0,Insiders,Healthcare,85.94157932805892,79.97810954240217,-0.630829740925934,,,18.522844654740965,91.77524891713772,5.0,9.0,0.816,3.0,High
2025-02-23,Military Conflict,Europe,8.0,1.994695164306036,Positive,0.2584014844982385,,2.0,50.0,State-sponsored,Healthcare,79.37438503805163,64.66059134228601,,,101.0,36.07725191105998,90.58911047877604,7.0,7.0,0.732,2.0,High
2025-02-24,Sanctions,Europe,4.0,9.52898737518812,eNutral,42.64714490807936,Insider Threat,2.0,39.0,Insiders,Finance,45.17676787372291,58.66084631754741,-0.6639715845102732,62.0,101.0,21.673980009077564,9.21649882368536,,11.0,0.232,2.0,Medium
2025-02-17,,Europe,9.0,5.943150482164541,Positive,13.643975255673311,,2.0,48.0,Hacktivitss,Healthcare,71.75977656581762,69.50073895641417,,49.0,97.0,12.839428945412523,9.925581822734244,8.0,8.0,0.086,2.0,High
2025-02-27,Trade Disputes,South America,1.453769396212827,9.885189869385616,Neutral,59.57507281889567,Ransomware,2.0,47.0,Insiders,Tehcnology,61.38409961564716,43.931119545756026,0.41469904198269847,39.0,86.0,64.01682238281661,27.11474365001848,7.0,,0.231,2.0,Medium
2025-02-26,Trade Disputes,Middle East,10.0,8.986026359719242,Netural,99.41393612211677,Data Breach,2.0,5.1000000000000005,Hacktivists,Healthcare,46.52056122837182,6.0142342600785215,0.1245936317558196,25.0,76.0,95.762528450538,17.530294235765965,4.0,,0.45,2.0,Medium
2025-03-11,,Asia,1.0,6.888240754660362,Positive,30.085310835325508,Ransomware,3.0,49.0,Inisders,,11.982900201764634,97.41646286280157,-0.9599472881483512,67.0,116.0,24.365671606386663,67.15584436130374,,5.0,0.788,3.0,Low
2025-02-25,Elections,Middle East,,5.46628199222881,Psoitive,15.93040206189803,Ransmoware,1.0,40.0,Hacktivists,Government,34.16745018969208,,-0.3073564628219929,99.0,139.0,23.90553321972656,51.097204775853875,5.0,16.0,0.162,1.0,Medium
2025-02-27,Elections,Asia,6.0,7.439583220558692,Neutral,,DDoS,3.0,58.0,Hacktivists,Energy,93.05952146439162,11.636639788547608,0.6348994169823832,68.0,126.0,86.80566901074504,80.59254001176211,6.0,13.0,0.081,3.0,High
,Sanctions,Middle East,5.0,7.136814468517635,Neutral,57.516335049662494,Phishing,2.0,46.0,aHcktivists,Finance,13.919802461752983,89.82616272927059,0.6586648102825674,52.0,98.0,31.753144787673705,95.27975276012944,8.0,6.0,0.506,2.0,Low
2025-02-23,Military Conflict,,,7.993438154792082,Negative,7.564296718708795,Insider Threat,2.0,40.0,Insiders,Healthcare,93.64491738836604,,-0.4444947525014777,50.0,90.0,36.47982191445295,38.2629976880903,6.0,11.0,0.212,2.0,High
2025-03-14,Protests,Euorpe,1.915890213212195,5.446002371606335,Negative,98.36789252634136,Data Breach,1.0,41.0,State-sponsored,eTchnology,3.0327514756759557,10.10458110106467,0.3843226833882638,43.0,84.0,6.229179813006269,50.94221281497897,2.0,11.0,0.426,1.0,
2025-03-12,Military Conflict,Middle East,5.0,7.7373057477775,Positive,88.66042152404667,Ransomware,2.0,43.0,Cybercriminals,Healthcare,41.4129752528927,82.75378955668742,0.4672287611228041,38.0,81.0,1.9192276823056689,26.251732511214694,0.0,13.0,,2.0,Medium
2025-03-14,,South America,1.0,7.782321665686364,Neutral,62.92988060107362,Insider Threat,1.0,36.0,Hacktivists,Haelthcare,37.14085676501407,26.585113665431347,-0.05073610544607421,40.0,76.0,49.93338349786183,,5.0,11.0,0.614,1.0,Medium
,Sancitons,Asia,6.0,6.661499995344638,,39.23937215284745,Data Berach,3.0,41.0,State-sponsored,Healthcare,65.86921462074436,94.28311414132618,0.6177669232726561,46.0,87.0,93.03188848378235,25.305843280078456,5.0,10.0,0.45,3.0,Medium
2025-02-19,Elections,Africa,1.0,3.078519695692448,Neutral,51.84080219452041,Data Breach,1.0,55.0,Hacktivists,Healthcare,68.02277792083532,,-0.8304159679083936,53.0,108.0,71.63233880626822,7.208433599867337,2.0,8.0,0.661,1.0,High
